[34.97097978725386, 2001.283220856159, -1.0], b
[113.04864448668731, 2008.8643060640504, -1.0], r
[35.559570994464515, 2000.7447906858652, -1.2618822674745058], b
[113.04864448668731, 2009.6643060640504, -1.0], r
[35.988641759075406, 2000.0723121100805, -1.5237645349490117], b
[113.04864448668731, 2010.4643060640503, -1.0], r
[36.22897992533933, 1999.3116888843133, -1.7856468024235173], b
[113.04864448668731, 2011.2643060640503, -1.0], r
[36.264220141260395, 1998.5148250976877, -2.047529069898023], b
[113.04864448668731, 2012.0643060640502, -1.0], r
[36.18170610876379, 1997.7212512388996, -2.272439734266568], b
[113.04864448668731, 2012.8643060640502, -1.0], r
[36.136661319895346, 1996.923254525188, -2.4029251693816316], b
[113.04864448668731, 2013.6643060640502, -1.0], r
[36.114806938810425, 1996.1238515177197, -2.475292941179654], b
[113.04864448668731, 2014.46430606405, -1.0], r
[36.10607730201259, 1995.324030596962, -2.514832927577385], b
[113.04864448668731, 2015.26430606405, -1.0], r
[36.104562824239984, 1994.5240808941767, -2.5363373899907993], b
[113.04864448668731, 2016.06430606405, -1.0], r
[36.10700583765168, 1993.7241021024324, -2.548016277363287], b
[113.04864448668731, 2016.86430606405, -1.0], r
[36.11158745455646, 1992.9241201737561, -2.554355679213115], b
[113.04864448668731, 2017.66430606405, -1.0], r
[36.11733171830091, 1992.1241418126679, -2.5577956050312576], b
[113.04864448668731, 2018.4643060640499, -1.0], r
[36.12370851082202, 1991.324167372996, -2.5596613848168737], b
[113.04864448668731, 2019.2643060640498, -1.0], r
[36.130430012460245, 1990.5241956568582, -2.56067260395055], b
[113.04864448668731, 2020.0643060640498, -1.0], r
[36.137339980775536, 1989.7242255161063, -2.561219913759384], b
[113.04864448668731, 2020.8643060640497, -1.0], r
[36.14435360830465, 1988.9242562675345, -2.56151538518039], b
[113.04864448668731, 2021.6643060640497, -1.0], r
[36.15142945923824, 1988.1242875628004, -2.561674142924481], b
[113.04864448668731, 2022.4643060640497, -1.0], r
[36.158541367075166, 1987.3243191763033, -2.56175868333912], b
[113.04864448668731, 2023.2643060640496, -1.0], r
[36.16567416539059, 1986.5243509754864, -2.561802933023251], b
[113.04864448668731, 2024.0643060640496, -1.0], r
[36.17281962205254, 1985.7243828872313, -2.5618253092735204], b
[113.04864448668731, 2024.8643060640495, -1.0], r
[36.17997326924931, 1984.924414872069, -2.561835810049519], b
[113.04864448668731, 2025.6643060640495, -1.0], r
[36.18713268266156, 1984.1244469084652, -2.561839862813387], b
[113.04864448668731, 2026.4643060640494, -1.0], r
[36.19429654729499, 1983.324478984706, -2.5618404139000743], b
[113.04864448668731, 2027.2643060640494, -1.0], r
[36.20146415036134, 1982.5245110944343, -2.561839062746925], b
[113.04864448668731, 2028.0643060640493, -1.0], r
[36.20863510598542, 1981.724543234209, -2.561836677618305], b
[113.04864448668731, 2028.8643060640493, -1.0], r
[36.21580920576041, 1980.9245754021754, -2.5618337298561085], b
[113.04864448668731, 2029.6643060640492, -1.0], r
[36.22298633762072, 1980.1246075973395, -2.561830475330033], b
[113.04864448668731, 2030.4643060640492, -1.0], r
[36.23016644180159, 1979.3246398191766, -2.5618270529391527], b
[113.04864448668731, 2031.2643060640492, -1.0], r
[36.23734948693147, 1978.524672067416, -2.561823538084203], b
[113.04864448668731, 2032.064306064049, -1.0], r
[36.244535457053516, 1977.724704341925, -2.5618199716953893], b
[113.04864448668731, 2032.864306064049, -1.0], r
[36.25172434458019, 1976.9247366426457, -2.561816375990343], b
[113.04864448668731, 2033.664306064049, -1.0], r
[36.25891614646861, 1976.1247689695617, -2.5618127630284353], b
[113.04864448668731, 2034.464306064049, -1.0], r
[36.26611086214426, 1975.3248013226782, -2.561809139354555], b
[113.04864448668731, 2035.264306064049, -1.0], r
[36.27330849237394, 1974.5248337020128, -2.5618055085200084], b
[113.04864448668731, 2036.0643060640489, -1.0], r
[36.2805090386539, 1973.7248661075894, -2.5618018724510145], b
[113.04864448668731, 2036.8643060640488, -1.0], r
